date,month,day_of_week,day_of_month,wind_speed,pressure,humidity,average_temp,max_temp,min_temp
2017-09-11,9,0,11,1,1029,67,14.78875,21.58,8.97
2017-09-12,9,1,12,1,1018,77,16.27,23.4,10.19
2017-09-13,9,2,13,2,1012,82,17.49,23.2,11.46
2017-09-14,9,3,14,1.5,1009.5,84.5,19.90541667,25.41,15.45
2017-09-15,9,4,15,2,1017,73,21.20666667,25.2,17.17
2017-09-16,9,5,16,2,1021,82.5,20.59541667,26.2,14.99
2017-09-17,9,6,17,2,1020,83,20.15458333,25.62,15.4
2017-09-18,9,0,18,2,1018,88,20.86625,26.01,16.23
2017-09-19,9,1,19,3,1017,85.5,21.72333333,25.2,19
2017-09-20,9,2,20,3,1016,88,21.16875,25.07,17.37
2017-09-21,9,3,21,3,1019,77.5,21.16141217,26.02,16.73
2017-09-22,9,4,22,2,1020,75.5,21.46833333,26.01,16.95
2017-09-23,9,5,23,1,1019,72.5,22.56708333,30.41,16.38
2017-09-24,9,6,24,1,1019,73,25.10625,31.22,19.38
2017-09-25,9,0,25,1,1018,76,25.27375,31.04,19.8
2017-09-26,9,1,26,2,1015.5,78,24.72333333,30.22,19.99
2017-09-27,9,2,27,2,1012,78,23.54791667,29.06,19.79
2017-09-28,9,3,28,4,1016,59,15.3988658,19.79,12.99
2017-09-29,9,4,29,3,1017,64,11.67666667,16.99,7.69
2017-09-30,9,5,30,4,1026.5,75.5,10.5925,14.4,6.73
2017-10-01,10,6,1,2,1029,66,10.55583333,17.2,4.58
2017-10-02,10,0,2,3.5,1027.5,69.5,12.75916667,19.44,7.66
2017-10-03,10,1,3,3.5,1029,79.5,15.69225,23.22,10.74
2017-10-04,10,2,4,4.5,1024,77,19.77,24.26,16.19
2017-10-05,10,3,5,3.5,1020.5,74,15.95583333,22,9.95
2017-10-06,10,4,6,1.5,1018,72,16.645,19.2,13.96
2017-10-07,10,5,7,3,1013,90.5,19.00916667,24.04,16.72
2017-10-08,10,6,8,6.5,1006.5,77,20.60958333,22.8,18.42
2017-10-09,10,0,9,2,1011,88,17.6575,20.79,15.6
2017-10-10,10,1,10,2,1018.5,87.5,16.69458333,21.63,11.97
2017-10-11,10,2,11,4,1022,62,12.25791667,17.19,9.21
2017-10-12,10,3,12,8,1024.5,76,10.425,15.03,7.7
2017-10-13,10,4,13,3,1023,87,15.51291667,17.86,14.49
2017-10-14,10,5,14,2,1021,93,15.65933333,18.84,12.71
2017-10-15,10,6,15,4,1007.5,93,17.73791667,22.66,15.24
2017-10-16,10,0,16,5,1021,66,7.99343702,14.07,4.76
2017-10-17,10,1,17,3,1023,65,8.75125,18.39,2.66
2017-10-18,10,2,18,4.5,1021,67.5,14.36802678,20.19,9.17
2017-10-19,10,3,19,6,1016,79.5,15.28916371,20.4,11.17
2017-10-20,10,4,20,3.5,1021,58.5,13.58666667,19.8,7.93
2017-10-21,10,5,21,2,1023,81.5,13.73125,20.07,8.43
2017-10-22,10,6,22,3,1023,87,15.01166667,21.83,9.95
2017-10-23,10,0,23,2.5,1017,82,16.06541667,19.02,13.48
2017-10-24,10,1,24,6,1002,82,14.795,17.02,12.4
2017-10-25,10,2,25,6,1004,76,9.907083333,12.59,7.61
2017-10-26,10,3,26,2,1011,70,6.754583333,11.01,1.98
2017-10-27,10,4,27,3,1012,76,8.075833333,15.03,2.71
2017-10-28,10,5,28,3,1008,87,10.28791667,12.97,6.4
2017-10-29,10,6,29,2,1010,70,5.717083333,7.99,3.98
2017-10-30,10,0,30,8,997,70,7.019583333,9,5.82
2017-10-31,10,1,31,9,1008.5,74,5.95875,7.62,4.51
2017-11-01,11,2,1,3,1021,83,5.00625,7.42,3.72
2017-11-02,11,3,2,3,1015,93,9.369166667,14.44,5.22
2017-11-03,11,4,3,4,1016.5,87,10.96416667,14.61,7.8
2017-11-04,11,5,4,4.5,1027,75,4.162083333,6.63,1.19
2017-11-05,11,6,5,4,1012.5,93,9.24375,14.23,4.98
2017-11-06,11,0,6,5,1012.5,81,9.745833333,14.62,5.81
2017-11-07,11,1,7,2.5,1024.5,60,4.672916667,6.41,2.48
2017-11-08,11,2,8,2,1025,64,3.79375,8,-0.22
2017-11-09,11,3,9,3,1019,69,3.414166667,8.21,-0.31
2017-11-10,11,4,10,6.5,1026.5,59,-4.66125,4.88,-9.43
2017-11-11,11,5,11,3,1036,58,-4.755,0,-8.02
2017-11-12,11,6,12,1,1027,62,1.885,5.03,-0.82
2017-11-13,11,0,13,2,1027,86,3.56875,5,1.98
2017-11-14,11,1,14,1.5,1028,75,4.410833333,6.41,2.99
2017-11-15,11,2,15,2,1022.5,75,3.727083333,6.21,0.98
2017-11-16,11,3,16,7,1005.5,80,6.280833333,8,3.83
2017-11-17,11,4,17,4,1022,69,0.070416667,2.68,-2.27
2017-11-18,11,5,18,3,1002.5,86,4.49875,7.43,0.79
2017-11-19,11,6,19,6.5,998,92,3.305,7.41,0.81
2017-11-20,11,0,20,6.5,1012.5,69,0.5725,5.6,-2
2017-11-21,11,1,21,8,1007.5,70,6.89625,10.81,4.59
2017-11-22,11,2,22,6,1016.5,69.5,2.058333333,8.61,-1.39
2017-11-23,11,3,23,6,1019.5,59,0.129166667,3.4,-1.99
2017-11-24,11,4,24,6,1012,69,4.64625,9.6,1.47
2017-11-25,11,5,25,5,1002,70.5,8.172083333,9.4,6.8
2017-11-26,11,6,26,5,1014.5,64,1.823333333,6.21,0.2
2017-11-27,11,0,27,3.5,1016,64,2.044583333,4.24,-0.06
2017-11-28,11,1,28,5,1019,74,4.432791667,15.23,-1.64
2017-11-29,11,2,29,6,1016.5,64.5,8.061666667,13.64,3.01
2017-11-30,11,3,30,3,1027,60,1.36,1.36,1.36
