date,month,day_of_week,day_of_month,wind_speed,pressure,humidity,average_temp,max_temp,min_temp
2016-08-11,8,3,11,1,1015,62.5,27.21375,32.26,21.54
2016-08-12,8,4,12,4,1007,79.5,28.14916667,32.4,25.12
2016-08-13,8,5,13,2,1007,90,25.21083333,29.01,23.03
2016-08-14,8,6,14,3,1011.5,82,24.00541667,27.17,20.99
2016-08-15,8,0,15,2,1019,73,21.83,25.45,17.29
2016-08-16,8,1,16,3,1016,92,22.98875,26.57,21.39
2016-08-17,8,2,17,4,1016.5,78,21.02541667,26.72,16.16
2016-08-18,8,3,18,2,1014,82,23.085,27.84,19.44
2016-08-19,8,4,19,1,1014,74.5,23.61625,29.22,18.46
2016-08-20,8,5,20,2.5,1009,85,24.76875,30.21,20.75
2016-08-21,8,6,21,6,1004,75.5,24.23666667,26.15,21.61
2016-08-22,8,0,22,3,1018.5,60,18.80208333,23.43,13.38
2016-08-23,8,1,23,3.5,1023,69,20.28541667,27.2,13.65
2016-08-24,8,2,24,2.5,1022,77,22.75576077,28.48,17.06
2016-08-25,8,3,25,3,1013,80.5,25.10541667,29.16,21.63
2016-08-26,8,4,26,2,1017,88,23.615,28.7,19.67
2016-08-27,8,5,27,3,1022,66,22.025,26.22,16.73
2016-08-28,8,6,28,3.5,1020,78,24.60583333,29.79,20.84
2016-08-29,8,0,29,3,1023,72.5,22.34916667,26.29,17.9
2016-08-30,8,1,30,2,1021,72,22.295,28.63,15.88
2016-08-31,8,2,31,3,1014,83,23.66125,27.33,21.11
2016-09-01,9,3,1,4,1015.5,63,19.16498243,22.58,15.33
2016-09-02,9,4,2,3.5,1022,63,18.40291667,22.63,14.16
2016-09-03,9,5,3,3,1024,65.5,17.69583333,22.98,12.2
2016-09-04,9,6,4,2,1024,70,18.02,23.97,11.14
2016-09-05,9,0,5,2,1024,82,20.25,27.56,13.59
2016-09-06,9,1,6,2,1019,74,23.3625,29.76,18.3
2016-09-07,9,2,7,2,1016,83,26.01,32.69,22.01
2016-09-08,9,3,8,2.5,1009,91,25.21333333,29.36,22.49
2016-09-09,9,4,9,2.5,1012.5,71,23.85291667,27.63,19.88
2016-09-10,9,5,10,4,1013,76,22.62208333,28.5,18.35
2016-09-11,9,6,11,6,1015,63.5,19.92583333,24.03,15.29
2016-09-12,9,0,12,2,1022,59.5,17.27708333,23.86,10.5
2016-09-13,9,1,13,3,1019,67,19.87125,26.91,13.14
2016-09-14,9,2,14,4,1018.5,69,20.49541667,24.39,17.59
2016-09-15,9,3,15,5,1026,72,15.22375,19.22,11.01
2016-09-16,9,4,16,4,1023,74.5,16.11125,22.55,10.33
2016-09-17,9,5,17,3,1015,88,19.985,21.94,18.39
2016-09-18,9,6,18,3,1013,93,20.6329146,25.15,17.56
2016-09-19,9,0,19,1,1014.5,78,20.48291667,26.45,14.78
2016-09-20,9,1,20,2,1016,78.5,21.94125,26.99,18.08
2016-09-21,9,2,21,2,1019,55,18.32071077,24.712,12.42
2016-09-22,9,3,22,1,1018,77.5,20.33666667,27.01,13.89
2016-09-23,9,4,23,3,1015.5,84.5,20.29916667,23.8,16.97
2016-09-24,9,5,24,3,1021,71.5,16.32791667,19.73,12.53
2016-09-25,9,6,25,2,1023,63,15.1938025,19.41,11.13
2016-09-26,9,0,26,2,1014,69.5,16.87238128,19.46,15.1
2016-09-27,9,1,27,2.5,1007,69,14.61351134,20.67,9.32
2016-09-28,9,2,28,1.5,1013,73.5,16.85625,22.02,11.14
2016-09-29,9,3,29,1,1022.5,81,15.83870894,18.97401468,14.11
2016-09-30,9,4,30,1,1025,73,15.87833333,17.44,14.99
2016-10-01,10,5,1,1,1020,87,14.54833333,15.69,13.55
2016-10-02,10,6,2,2,1014,94,16.12458333,18.89,14.66
2016-10-03,10,0,3,1,1015,91.5,16.07083333,18.68,14.35
2016-10-04,10,1,4,2,1022,89,16.18375,19.68,13.52
2016-10-05,10,2,5,3,1019,85.5,16.846125,19.96,14.21
2016-10-06,10,3,6,3,1017,85.5,18.07820833,21.371,16.139
2016-10-07,10,4,7,3,1016,86.5,17.822125,20.759,15.16
2016-10-08,10,5,8,4,1011,87.5,16.43491667,18.687,12.069
2016-10-09,10,6,9,4,1019,85.5,10.74458333,12.776,9.415
2016-10-10,10,0,10,4,1024,89.5,7.909375,11.663,4.515
2016-10-11,10,1,11,2,1023,87,9.842375,15.469,5.182
2016-10-12,10,2,12,4,1015,79.5,15.32083333,20.007,11.282
2016-10-13,10,3,13,7,1007.5,79,14.54545833,18.253,9.045
2016-10-14,10,4,14,3,1021.5,88.5,8.36827015,13.064,4.083
2016-10-15,10,5,15,4,1018,89,12.99157846,18.731,9.513
2016-10-16,10,6,16,6,1010,82,18.59374833,20.827,17.746
2016-10-17,10,0,17,4,1006.5,96.5,16.35658333,18.096,14.974
2016-10-18,10,1,18,6.5,999,86,20.065375,23.302,18.09
2016-10-19,10,2,19,2,1011,83,14.81395833,18.534,10.7
2016-10-20,10,3,20,4,1013,100,12.79319407,16.021,10.832
2016-10-21,10,4,21,6,1006,100,10.72333333,11.414,9.963
2016-10-22,10,5,22,8,1002,93,7.062910127,9.963,4.626
2016-10-23,10,6,23,8,1004,80,9.426333333,13.231,7.182
2016-10-24,10,0,24,5,1011,88,8.6285,11.96,6.738
2016-10-25,10,1,25,4,1021,87.5,5.782458333,7.736,3.186
2016-10-26,10,2,26,3,1025.5,97,2.266916667,4.828,-0.499
2016-10-27,10,3,27,8,1018,91,5.72725,7.889,3.278
2016-10-28,10,4,28,5,1016.5,100,4.27575,8.734,1.722
2016-10-29,10,5,29,6.5,1006,87,12.990375,18.386,6.323
2016-10-30,10,6,30,3.5,1010,91.5,9.741916667,14.912,6.399
2016-10-31,10,0,31,2,1018,95,3.974333333,6.832,-0.148
2016-11-01,11,1,1,5,1015,85,9.367291667,16.06,3.578
2016-11-02,11,2,2,1,1019.5,87,14.36458333,17.82,11.89
2016-11-03,11,3,3,3.5,1018,93,11.85958333,13.98,9.8
2016-11-04,11,4,4,3,1024.5,71,7.714166667,11.59,4.22
2016-11-05,11,5,5,5,1023,75.5,9.659583333,16.21,6.22
2016-11-06,11,6,6,3,1027.5,70.5,9.373333333,12.58,4.75
2016-11-07,11,0,7,1.5,1030,81,7.625416667,15.43,1.86
2016-11-08,11,1,8,2,1021,93,8.989583333,15.41,3.95
2016-11-09,11,2,9,5,1016,80.5,8.624583333,12.4,5.21
2016-11-10,11,3,10,5,1017,80,6.065833333,15.38,0.43
2016-11-11,11,4,11,7,1010.5,58,8.472916667,12.21,4
2016-11-12,11,5,12,2.5,1028,57,2.597083333,10,-1.83
2016-11-13,11,6,13,6.5,1019,69.5,6.681666667,11.82,2.97
2016-11-14,11,0,14,5,1014,69.5,7.933208333,12.59,4.47
2016-11-15,11,1,15,2,1013,89,6.49125,12.62,0.92
2016-11-16,11,2,16,3,1008.5,93,7.234166667,12,3.66
2016-11-17,11,3,17,2,1018,81,7.21,11.23,1.96
2016-11-18,11,4,18,3,1017.5,90,9.700833333,16.69,5.98
2016-11-19,11,5,19,3,1008,83.5,9.067083333,12.63,4
2016-11-20,11,6,20,8,1007,80,1.12625,4.61,-0.22
2016-11-21,11,0,21,9.5,1011,68,-1.041666667,0.83,-2.76
2016-11-22,11,1,22,5,1020.5,64,-0.062083333,2.41,-1.76
2016-11-23,11,2,23,3,1027,74,-1.7325,0.21,-3.6
2016-11-24,11,3,24,4,1019.5,93,1.885758681,3.44,0.03
2016-11-25,11,4,25,2,1022,93,4.21125,6.62,2.68
2016-11-26,11,5,26,3,1021,86,4.695833333,6.4,2.75
2016-11-27,11,6,27,3.5,1020,80,4.21875,7.21,2.17
2016-11-28,11,0,28,3,1017.5,81,4.7725,7.84,2.71
2016-11-29,11,1,29,4.5,1005,87,8.824583333,12.65,6.23
2016-11-30,11,2,30,2,1006,93,8.5475,11.76,4.16
2016-12-01,12,3,1,6,1001,80,6.759166667,10.47,4.48
2016-12-02,12,4,2,7.5,1009,75,4.669166667,5.61,3.4
2016-12-03,12,5,3,4,1019.5,86,2.794583333,4.98,0.98
2016-12-04,12,6,4,4,1024,69,1.383907253,4,-1.11
2016-12-05,12,0,5,6,1013,92.5,2.431666667,5.4,0.17
2016-12-06,12,1,6,5,1017.5,86,3.001018168,5.22,-0.21
2016-12-07,12,2,7,6,1011,77.5,2.696962922,3.5,1.92
2016-12-08,12,3,8,6,1013,74,-0.046666667,2,-1.2
2016-12-09,12,4,9,4,1020.5,70.5,-3.315833333,-1.38,-5.97
2016-12-10,12,5,10,2,1027,73,-4.984583333,-2.15,-7.78
2016-12-11,12,6,11,4,1028,79,-5.02375,-1.8,-7.85
2016-12-12,12,0,12,4,1007.5,92.5,0.50875,2.39,-1.82
2016-12-13,12,1,13,7,1016,74,-1.250416667,0.18,-3.07
2016-12-14,12,2,14,9,1015.5,62,-5.806666667,-1.38,-9.6
2016-12-15,12,3,15,9,1011.5,75.5,-9.22625,-6.26,-11.99
2016-12-16,12,4,16,5,1024,72.5,-9.042377292,-5.57,-11.76
2016-12-17,12,5,17,3,1008,89.5,-3.814763544,0,-7.2
2016-12-18,12,6,18,4.5,1006,82.5,-2.893213226,0,-8.96
2016-12-19,12,0,19,4,1037,61,-9.806871804,-7.2,-12.01
2016-12-20,12,1,20,8,1030.5,73,-5.845,0.63,-9.87
2016-12-21,12,2,21,6.5,1017,76,-2.297083333,1.02,-5.97
2016-12-22,12,3,22,3.5,1015,88,0.87875,3.19,-1.01
2016-12-23,12,4,23,7,1024.5,74,0.825,2.62,-1.52
2016-12-24,12,5,24,3.5,1018,86,2.256666667,3.62,0.71
2016-12-25,12,6,25,4.5,1031.5,83,1.559583333,3,-1.4
2016-12-26,12,0,26,6,1027.5,88.5,-0.245416667,7.63,-4.8
2016-12-27,12,1,27,7,1009.5,69,3.55625,9.07,-0.38
2016-12-28,12,2,28,6,1018,74,-1.88125,-0.38,-3.01
2016-12-29,12,3,29,3.5,1002.5,85,0.67375,2.41,-1
2016-12-30,12,4,30,5,1002,76.5,-1.201666667,1.41,-2.79
2016-12-31,12,5,31,6,1008,69,-0.426666667,4.22,-3.42
2017-01-01,1,6,1,6,1015,69,1.149583333,2.61,-0.8
2017-01-02,1,0,2,4,1026,80,0.007083333,4.21,-3.07
2017-01-03,1,1,3,4,1012.5,96.5,3.456666667,4.02,2.72
2017-01-04,1,2,4,6.5,997.5,87.5,0.729583333,3.83,-6.17
2017-01-05,1,3,5,8.5,1009,67,-7.198333333,-6.37,-8.03
2017-01-06,1,4,6,6,1015.5,66,-9.929166667,-7,-12.82
2017-01-07,1,5,7,4,1026,62,-10.99916667,-7.19,-14.23
2017-01-08,1,6,8,6.5,1025,66,-10.33125,-9.55,-11.25
2017-01-09,1,0,9,6,1032.5,67,-7.596666667,-3,-12.19
2017-01-10,1,1,10,6,1023,80,-1.5075,2.04,-3.6
2017-01-11,1,2,11,7,1012,74.5,3.89625,7,1.4
2017-01-12,1,3,12,3.5,1010,89.5,4.335416667,7.24,1.64
2017-01-13,1,4,13,5.5,1032,62.5,-2.295416667,1.4,-4.99
2017-01-14,1,5,14,4,1038,67,-7.084166667,-3.4,-10.05
2017-01-15,1,6,15,3,1028,79,-3.74875,-0.4,-6.82
2017-01-16,1,0,16,4,1028,79,-2.258333333,3.21,-6.08
2017-01-17,1,1,17,5,1019.5,87,0.289583333,1.63,-1.36
2017-01-18,1,2,18,3,1012,93,1.990833333,3.39,0.98
2017-01-19,1,3,19,3,1016,93,2.595416667,3.24,1.6
2017-01-20,1,4,20,2,1011,86,2.27375,4,1.49
2017-01-21,1,5,21,2,1007,100,3.487083333,5.66,2.44
2017-01-22,1,6,22,3.5,1006,100,4.081666667,5.42,3
2017-01-23,1,0,23,5,1008,89.5,2.995,4.6,1.76
2017-01-24,1,1,24,4,1006,80.5,0.596625,3,-0.493
2017-01-25,1,2,25,3,1001,88,-0.226,4.42,-3.961
2017-01-26,1,3,26,2,995,93,2.874166667,3.6,2.23
2017-01-27,1,4,27,8,1002,74,0.984583333,2.61,-0.76
2017-01-28,1,5,28,8,1002,79,-0.964583333,0.18,-1.82
2017-01-29,1,6,29,6.5,1003,68,-2.613333333,-1.2,-4.23
2017-01-30,1,0,30,3.5,1010.5,57,-7.559583333,-4.22,-11.03
2017-01-31,1,1,31,4,1006,78.5,-5.317083333,-2.43,-8.58
2017-02-01,2,2,1,5,1008.5,84,-1.845833333,1.45,-4.3
2017-02-02,2,3,2,6,1017.5,62.5,-3.264583333,0.21,-5.6
2017-02-03,2,4,3,8,1022,62,-6.490416667,-4.98,-8.62
2017-02-04,2,5,4,8,1025,62,-6.17875,-3,-7.85
2017-02-05,2,6,5,8,1011.5,74,-1.809541667,0.41,-4.41
2017-02-06,2,0,6,3,1018,63,-2.633333333,0.82,-6.54
2017-02-07,2,1,7,8.5,1009.5,80,-0.232083333,0.47,-1.22
2017-02-08,2,2,8,6.5,1002,82,0.1175,3.77,-3.58
2017-02-09,2,3,9,4,1015,52.5,-8.142416667,-4.59,-12.03
2017-02-10,2,4,10,5,1019.5,67,-6.451666667,-4.22,-7.74
2017-02-11,2,5,11,4,1010.5,74,-0.534583333,3.23,-4.03
2017-02-12,2,6,12,4,1013,89,-1.589166667,2,-4.28
2017-02-13,2,0,13,7.5,1015.5,73.5,-1.819968221,1.02,-4.208412432
2017-02-14,2,1,14,4,1003,85,-3.084379958,3.435,-9.535
2017-02-15,2,2,15,5.5,993,91,0.406708333,2.812,-3.134
2017-02-16,2,3,16,5,1002,89,-5.450541667,-3.134,-8.094
2017-02-17,2,4,17,2,1007,89.5,-7.631416667,-1.608,-12.921
2017-02-18,2,5,18,5,997,78.5,2.71825,9.095,-2.792
2017-02-19,2,6,19,4,1004,83,3.83475,7.324,0.51
2017-02-20,2,0,20,4,1021,86,0.194416667,2.617,-2.853
2017-02-21,2,1,21,5,1019,79,1.638729033,5.21,-1.18
2017-02-22,2,2,22,2.5,1013,96.5,4.628333333,8.31,3
2017-02-23,2,3,23,3,1005,93,10.18833333,17.41,5.72
2017-02-24,2,4,24,4,1009,86,4.888333333,9.01,3.18
2017-02-25,2,5,25,6,999,93,4.884166667,7.21,2.62
2017-02-26,2,6,26,7,1014,63,-0.899166667,1.61,-3.25
2017-02-27,2,0,27,7,1019,64,4.148333333,8.8,0.58
2017-02-28,2,1,28,3,1024,80,3.90625,8.51,0.48
2017-03-01,3,2,1,3,996,93,9.675416667,11.91,7.24
2017-03-02,3,3,2,8,1009,60,-2.427083333,10.46,-7.52
2017-03-03,3,4,3,5.5,1023,57,-6.095416667,-4.04,-7.32
2017-03-04,3,5,4,4.5,1036,47.5,-9.278333333,-7.56,-11.77
2017-03-05,3,6,5,4.5,1040,59.5,-8.54875,-2.75,-12.54
2017-03-06,3,0,6,6.5,1025.5,69,0.588333333,5.04,-4.01
2017-03-07,3,1,7,3,1013,96.5,7.628333333,11.02,4.73
2017-03-08,3,2,8,5.5,1010,78,6.544166667,9.69,2.21
2017-03-09,3,3,9,8,1016,47,1.398333333,6.01,-1.76
2017-03-10,3,4,10,5,1018,53.5,-3.46875,1.42,-8.57
2017-03-11,3,5,11,4,1023.5,60.5,-10.25291667,-7.19,-13.56
2017-03-12,3,6,12,4,1029,45,-9.877083333,-5.4,-13.52
2017-03-13,3,0,13,4.5,1031,48,-8.806666667,-6,-11.81
2017-03-14,3,1,14,6.5,1021,72,-8.939166667,-7.38,-10.76
2017-03-15,3,2,15,8.5,1011,61,-7.542916667,-3.6,-10.04
2017-03-16,3,3,16,6,1017,49,-3.437916667,1.38,-6.52
2017-03-17,3,4,17,4,1023,63,-0.504583333,4.6,-5.66
2017-03-18,3,5,18,5,1017.5,77,0.71125,3,-0.05
2017-03-19,3,6,19,3,1024.5,66.5,1.713333333,5.46,-0.27
2017-03-20,3,0,20,3,1022.5,83.5,1.648333333,5.02,-1.23
2017-03-21,3,1,21,3,1015,80,5.709583333,12,2.24
2017-03-22,3,2,22,6,1028,37,-3.880833333,4.28,-8.58
2017-03-23,3,3,23,2,1035,58,-4.08625,2,-8.43
2017-03-24,3,4,24,2.5,1019.5,81,3.724166667,12.07,-0.01
2017-03-25,3,5,25,4,1023.5,86,3.626666667,8.1,2
2017-03-26,3,6,26,8,1024,86,2.8575,6.06,0.96
2017-03-27,3,0,27,2.5,1012,93,7.96625,13.43,5.23
2017-03-28,3,1,28,3,1013,87,8.05025,11.44,5.21
2017-03-29,3,2,29,4,1023,58,4.616666667,8.38,0.76
2017-03-30,3,3,30,6.5,1025,68.5,2.92625,7,0.82
2017-03-31,3,4,31,9,1008.5,93,2.38375,4.01,0.41
2017-04-01,4,5,1,4,1015,91,3.927083333,9.17,1.73
2017-04-02,4,6,2,3,1020,71,7.091666667,14.98,1.17
2017-04-03,4,0,3,3,1017,65,8.29625,12.74,4.95
2017-04-04,4,1,4,7,995,93,8.446666667,11,6.57
2017-04-05,4,2,5,5,1012,75,6.014166667,8.2,4.24
2017-04-06,4,3,6,7.5,998,87,5.954496515,7.23,4.42
2017-04-07,4,4,7,8,999,80,1.650833333,5,-0.02
2017-04-08,4,5,8,4,1013.5,51.5,4.53125,11.22,0.4
2017-04-09,4,6,9,2,1016,72.5,8.365833333,17.01,1.18
2017-04-10,4,0,10,3,1012,66.5,13.22625,20.24,7.44
2017-04-11,4,1,11,3,1015.5,87,14.49125,19.27,10.84
2017-04-12,4,2,12,7,1023,70,8.217916667,15.15,5.21
2017-04-13,4,3,13,3.5,1031,67,6.205940796,11.62,1.091
2017-04-14,4,4,14,3,1029,49,8.444166667,13.6,3.58
2017-04-15,4,5,15,4.5,1022,62,8.239583333,15.49,5.5
2017-04-16,4,6,16,5,1008,73.5,16.33708333,21.26,11.25
2017-04-17,4,0,17,5,1016,66,10.33391667,20,6.21
2017-04-18,4,1,18,4.5,1028.5,69,4.350875,8.21,-0.29
2017-04-19,4,2,19,6,1018,81,9.302083333,18.57,5
2017-04-20,4,3,20,5.5,1019,81,8.315416667,17.37,5.41
2017-04-21,4,4,21,6,1010,93,8.434583333,12.19,6.2
2017-04-22,4,5,22,5,1016.5,70,7.672916667,12.05,4.98
2017-04-23,4,6,23,2,1019,70,9.804166667,18,2.44
2017-04-24,4,0,24,7,1020,66,9.584166667,16.02,5.99
2017-04-25,4,1,25,8,1017,81,8.322083333,11.06,6.43
2017-04-26,4,2,26,7,1009,87,11.33541667,15.44,9.23
2017-04-27,4,3,27,6,1004,87,15.48791667,22.91,10.53
2017-04-28,4,4,28,4,1013.5,73.5,13.43916667,17.02,9.21
2017-04-29,4,5,29,3,1016.5,76,11.16791667,15.83,7.22
2017-04-30,4,6,30,6.5,1023,75,6.553333333,10.21,3.98
2017-05-01,5,0,1,5,1007,93,8.132916667,13.46,5
2017-05-02,5,1,2,5,999.5,87,10.08958333,13.25,8.25
2017-05-03,5,2,3,6,1013.5,72.5,8.464583333,14,4.5
2017-05-04,5,3,4,4,1022,68.5,7.642083333,11.61,4.73
2017-05-05,5,4,5,5,1007,93,7.67,9.38,6.22
2017-05-06,5,5,6,6,995,87,6.95625,8.41,5.5
2017-05-07,5,6,7,5.5,1002.5,80,6.11375,9.58,3.96
2017-05-08,5,0,8,4,1012.5,46.5,6.83875,11.21,1.71
2017-05-09,5,1,9,3,1015,56,7.0025,9.99,3.77
2017-05-10,5,2,10,4.5,1019,75,7.059166667,10.63,3.45
2017-05-11,5,3,11,5.5,1017,61,9.158333333,14,6.47
2017-05-12,5,4,12,3,1016,70.5,10.36333333,14,5.2
2017-05-13,5,5,13,1,1012,81,11.78333333,15.06,9.6
2017-05-14,5,6,14,3,1007,87,11.06708333,15.99,6.47
2017-05-15,5,0,15,4.5,1014,62,12.51333333,19,7.75
2017-05-16,5,1,16,2,1016,71,12.94333333,17.8,8.71
2017-05-17,5,2,17,4.5,1010,72,17.57791667,27.06,9.25
2017-05-18,5,3,18,3.5,1008,72,22.87541667,27.05,18.76
2017-05-19,5,4,19,5,1015.5,68,14.78125,24.05,9.65
2017-05-20,5,5,20,6.5,1026,60.5,11.36458333,14.63,6.97
2017-05-21,5,6,21,6,1020.5,76,12.35708333,13.63,11.41
2017-05-22,5,0,22,3,1013,93,13.2675,16.2,11.2
2017-05-23,5,1,23,1.5,1013,81,14.0475,20.71,7.72
2017-05-24,5,2,24,5,1006,69,16.85333333,20.63,12.71
2017-05-25,5,3,25,8,1002,93,13.965,19.46,11.62
2017-05-26,5,4,26,3.5,1003.5,93,14.19625,17.59,12.04
2017-05-27,5,5,27,3,1012,87,15.32625,17.83,12.99
2017-05-28,5,6,28,3,1012,93,15.58625,20.47,10.73
2017-05-29,5,0,29,3,1006.5,84.5,18.21791667,23.76,14.51
2017-05-30,5,1,30,3,1012,82,16.74083333,20.87,13.28
2017-05-31,5,2,31,2,1012,77,16.21166667,21.82,11
2017-06-01,6,3,1,5,1014.5,54.5,14.86833333,20.03,10.26
2017-06-02,6,4,2,2.5,1015,60,13.7925,19.61,8.66
2017-06-03,6,5,3,3,1017,56.5,15.55625,21.22,10.71
2017-06-04,6,6,4,2,1013,84.5,14.81541667,19.41,12.43
2017-06-05,6,0,5,2.5,1007,90,13.9675,16.4,12.49
2017-06-06,6,1,6,3.5,1008,87,14.475,16.17,13.49
2017-06-07,6,2,7,4,1018,71,13.61541667,19.62,8.45
2017-06-08,6,3,8,1,1018,65,17.155,23,10.45
2017-06-09,6,4,9,2,1008,72,18.60625,23.88,13.19
2017-06-10,6,5,10,2,1010.5,75,20.3375,26.22,14.23
2017-06-11,6,6,11,5,1013,73,24.02083333,28.02,19.76
2017-06-12,6,0,12,3,1013,75,24.30833333,29.04,18.46
2017-06-13,6,1,13,2,1015,70,22.7425,28.04,19.62
2017-06-14,6,2,14,4,1018,80.5,19.005,22.79,15.2
2017-06-15,6,3,15,6,1013,67,17.40083333,21.04,15.72
2017-06-16,6,4,16,1.5,1009,88,20.695,27.87,16.02
2017-06-17,6,5,17,3,1008,82,22.28583333,26.05,18.99
2017-06-18,6,6,18,3,1003,83,23.4125,27.62,20
2017-06-19,6,0,19,3,1005,82.5,21.21375,26,16.47
2017-06-20,6,1,20,4,1009.5,77,19.12,22.26,16.6
2017-06-21,6,2,21,3,1013,83,16.77616667,23,12.23
2017-06-22,6,3,22,2,1015,82,17.81958333,22.83,12.46
2017-06-23,6,4,23,2,1004,93,20.4575,23.8,18.25
2017-06-24,6,5,24,4,1004.5,64,21.0375,24,16.47
2017-06-25,6,6,25,4,1013,74.5,17.4075,22.19,13.74
2017-06-26,6,0,26,3,1014.5,82,15.76541667,20.02,12.5
2017-06-27,6,1,27,3,1014,79,14.45333333,20,10.67
2017-06-28,6,2,28,3,1017,71,16.99958333,23.41,10.94
2017-06-29,6,3,29,2,1013.5,82,18.57541667,24.6,14.75
2017-06-30,6,4,30,2,1009.5,88,21.42916667,25.63,18.25
2017-07-01,7,5,1,2,1009,93,21.39208333,24.43,18.98
2017-07-02,7,6,2,3,1013,84.5,20.10103818,27,14.51
2017-07-03,7,0,3,3,1016.5,72,19.685,24.01,14.72
2017-07-04,7,1,4,3,1019.5,68,20.25166667,25,15.48
2017-07-05,7,2,5,1.5,1021,66,20.71333333,25.41,14.47
2017-07-06,7,3,6,2,1016.5,64,22.10291667,28.8,15.69
2017-07-07,7,4,7,2,1009,75,23.24583333,26.81,19.73
2017-07-08,7,5,8,4.5,1007,82,20.72708333,23.86,17.99
2017-07-09,7,6,9,3,1014,70,19.75958333,25.43,14.95
2017-07-10,7,0,10,4,1013,82.5,20.87411854,24.41,17.23
2017-07-11,7,1,11,2,1012,93,21.07166667,27,16.5
2017-07-12,7,2,12,2,1013,88,22.57708333,26.01,18
2017-07-13,7,3,13,4,1015.5,93,18.615,23.25,16.01
2017-07-14,7,4,14,3,1014.5,90.5,19.54083333,25.61,17.25
2017-07-15,7,5,15,4,1015,70.5,21.36,25.8,17.99
2017-07-16,7,6,16,2,1014,82,21.36541667,25.78,17.21
2017-07-17,7,0,17,3,1015,88,21.22583333,24.6,19.35
2017-07-18,7,1,18,2,1017.5,83,21.80791667,26.41,17.47
2017-07-19,7,2,19,2.5,1017,78,23.51083333,29.62,18.7
2017-07-20,7,3,20,2.5,1015,72.5,20.73791667,28.79,16.47
2017-07-21,7,4,21,2,1013,82.5,22.95708333,28.79,18.17
2017-07-22,7,5,22,2,1012,73,22.41541667,27.18,19.7
2017-07-23,7,6,23,5,1008,88,22.00208333,24.24,20.23
2017-07-24,7,0,24,5,1007,70,20.39083333,23.21,18.59
2017-07-25,7,1,25,3.5,1019,72,18.50966667,23.372,16.25
2017-07-26,7,2,26,2,1022.5,77,18.63625,22.504,14.17
2017-07-27,7,3,27,3,1014,88,21.07308333,26,18.71
2017-07-28,7,4,28,5,1014,66,20.35875,25.2,17.48
2017-07-29,7,5,29,3.5,1015.5,56,20.32916667,25.21,15.97
2017-07-30,7,6,30,4,1017,50.5,23.94041667,29.6,19.22
2017-07-31,7,0,31,3,1018.5,72.5,23.03666667,28.19,17.19
2017-08-01,8,1,1,2,1018,75,22.90458333,28.2,18.78
2017-08-02,8,2,2,2,1016,83,23.05704167,28.02,17.96
2017-08-03,8,3,3,2,1016.5,83,22.33583333,26.61,18.2
2017-08-04,8,4,4,3.5,1011,83,22.31041667,25.2,19.4
2017-08-05,8,5,5,8.5,1008,72.5,18.42208333,21.19,15.74
2017-08-06,8,6,6,3,1017,72.5,17.72416667,23.82,11.7
2017-08-07,8,0,7,1,1016,82,18.17,20.42,15.48
2017-08-08,8,1,8,3,1016,75,18.73166667,24.41,13.73
2017-08-09,8,2,9,3,1019.5,75,21.01458333,26.25,15.22
2017-08-10,8,3,10,2,1021,82.5,20.98333333,26.04,15.71
2017-08-11,8,4,11,3,1017,83,21.275,23.81,18.47
2017-08-12,8,5,12,3,1011,88,20.18791667,23.43,16.74
2017-08-13,8,6,13,3,1015.5,72,20.19375,25.01,14.73
2017-08-14,8,0,14,1.5,1016,72.5,20.53208333,25.01,15.98
2017-08-15,8,1,15,2,1011,77,20.88,25.42,17.18
2017-08-16,8,2,16,3,1016,73,20.11233333,24.42,16.353
2017-08-17,8,3,17,3,1016,82,19.52458333,23.23,16.45
2017-08-18,8,4,18,4,1005,90.5,22.28583333,26.06,19.23
2017-08-19,8,5,19,5,1009,77.5,21.2675,24.22,18
2017-08-20,8,6,20,3,1016.5,77,20.45375,27,14.69
2017-08-21,8,0,21,2,1019,80.5,22.85666667,28.41,17.46
2017-08-22,8,1,22,3.5,1009,88,23.50125,26.41,21.47
2017-08-23,8,2,23,5,1009.5,66,18.5025,22,14
2017-08-24,8,3,24,3,1015.5,74.5,15.83583333,19.79,11.75
2017-08-25,8,4,25,3,1021.5,63,15.84166667,20.6,10.48
2017-08-26,8,5,26,2,1025,56,16.07333333,21.6,10.77
2017-08-27,8,6,27,3,1025,67,16.55875,21.82,10.95
2017-08-28,8,0,28,4,1023,77,18.09375,22.63,15.24
2017-08-29,8,1,29,4,1021,72,19.26875,21.61,16.59
2017-08-30,8,2,30,2,1016,77,18.23666667,23.02,13.17
2017-08-31,8,3,31,4,1016.5,77,17.44125,21.02,14.48
2017-09-01,9,4,1,3,1023,55,12.54958333,17.01,7.76
2017-09-02,9,5,2,3,1022,63,13.97791667,19.42,8.76
2017-09-03,9,6,3,3,1010,77,17.13208333,20.58,14.22
2017-09-04,9,0,4,5,1009,80,18.99541667,25.41,14.18
2017-09-05,9,1,5,3,1005.5,82,16.96754167,21.21,13.47
2017-09-06,9,2,6,2,1010.5,82,15.54320833,20,10.97
2017-09-07,9,3,7,3.5,1011,72,15.02166667,18.41,10.78
2017-09-08,9,4,8,4,1016.5,76,13.66583333,17.61,10.73
2017-09-09,9,5,9,3,1029,62.5,12.59791667,17.21,7.73
2017-09-10,9,6,10,2,1031,62,13.31833333,18.2,7.97
